Hello?|Allô ?
I wish you'd just leave me alone.|J'aimerais que vous me laissiez tranquille.
Why, what's wrong?|Pourquoi, qu'est-ce qui ne va pas ?
I was a great engineer once. Still am actually.|J'étais un excellent ingénieur autrefois. Je le suis toujours, en fait.
They just don't let me do the work I do best anymore.|Mais on ne me laisse plus faire le travail pour lequel je suis le plus doué.
What do you do then?|Que faites-vous alors ?
I'm an assistant in this shop. I get all the lousy jobs too.|Je suis assistant dans cette boutique. On me confie tous les travaux ingrats.
Well, I'm sorry to hear that.|Eh bien, je suis désolé d'apprendre cela.
Hello there, want a ride?|Bonjour, vous voulez faire un tour ?
A ride, where to?|Un tour, où ça ?
Across the river, across the river! It's just a short ride!|De l'autre côté de la rivière, de l'autre côté de la rivière ! C'est juste un petit tour !
How much will that cost me?|Combien ça va me coûter ?
Haha, you understand us dwarves well, human!|Haha, vous comprenez bien les nains, vous les humains !
It's just 2 gold pieces! Want to go?|C'est juste 2 pièces d'or ! Vous voulez y aller ?
I'd like to go further downstream.|J'aimerais aller plus loin en aval.
You mean to the city of Keldagrim?|Tu veux dire jusqu'à la ville de Keldagrim ?
Ehm, yes, I think so.|Euh, oui, je pense.
Sorry, I'm just a simple ferryman, I only go across.|Désolé, je ne suis qu'un simple passeur, je ne fais que traverser.
But talk to my friend here, he sometimes goes to the city in his ship.|Mais parle à mon ami, il va parfois en ville avec son bateau.
Player is transported across the river|Le joueur est transporté de l'autre côté de la rivière
You don't even have 2 gold coins, humans!|Tu n'as même pas 2 pièces d'or, humain !
Come back later.|Reviens plus tard.
You don't even have 2 gold coins, human!|Tu n'as même pas 2 pièces d'or, humain !
But... that means I'm stuck here.|Mais... ça veut dire que je suis coincé ici.
Hmm. I suppose I could make an exception for you this time.|Hmm. Je suppose que je pourrais faire une exception pour toi cette fois-ci.
Thanks a lot!|Merci beaucoup !
Out of the way!|Dégagez !
Coming through!|Laissez passer !
Make way, make way!|Faites place, faites place !
[20-40] ores of [copper/tin/iron/mithril/silver/gold] coming in!|[20-40] minerais de [cuivre/étain/fer/mithril/argent/or] en approche !
[20-40] pieces of coal coming in!|[20-40] morceaux de charbon en approche !
Here, [20-40] ores of [copper/tin/iron/mithril/silver/gold].|Tenez, [20-40] minerais de [cuivre/étain/fer/mithril/argent/or].
Here, [20-40] pieces of coal.|Tenez, [20-40] morceaux de charbon.
What's cooking?|Qu'est-ce qui mijote ?
The stew for the servant's main meal.|Le ragoût pour le repas principal des domestiques.
Oh... Fair enough. See you later.|Oh... D'accord. À plus tard.
What's cooking, good looking?|Qu'est-ce qui mijote, ma belle ?
Um...er...see you later.|Euh... à plus tard.
Nice to see a female cook.|C'est sympa de voir une femme cuisinière.
I know, I had to work hard to get this position.|Je sais, j'ai dû travailler dur pour obtenir ce poste.
Welcome to Mad Eadgar's! Happiness in a bowl!|Bienvenue chez Mad Eadgar's ! Le bonheur dans un bol !
Welcome to Mad Eadgar's! You'll never want to leave!|Bienvenue chez Mad Eadgar's ! Vous ne voudrez plus jamais partir !
Welcome to Mad Eadgar's! We don't serve trolls!|Bienvenue chez Mad Eadgar's ! Nous ne servons pas les trolls !
Welcome to Mad Eadgar's! Serving all day, every day!|Bienvenue chez Mad Eadgar's ! Ouvert tous les jours, toute la journée !
Would you care to sample our delicious home cooking?|Voulez-vous goûter notre délicieuse cuisine maison ?
Why do you live so close to the trolls? Isn't it dangerous?|Pourquoi vivez-vous si près des trolls ? N'est-ce pas dangereux ?
Well, I suppose I do keep getting captured by the trolls and thrown in prison...But they always release me in the end, I'm far too old and skinny for their tastes.|Eh bien, je suppose que je me fais régulièrement capturer par les trolls et jeter en prison... Mais ils finissent toujours par me relâcher, je suis bien trop vieux et maigre à leur goût.
In any case, this is my home, and I'm not leaving it. And this area has the tastiest goats!|Quoi qu'il en soit, c'est ici chez moi, et je ne partirai pas. Et c'est ici qu'on trouve les chèvres les plus savoureuses !
What do you have to offer?|Qu'avez-vous à me proposer ?
The chef's recommendation for today is mountain goat stew. I'll give some stew in exchange for logs for my fire. They're hard to come by around here.|La recommandation du chef aujourd'hui est un ragoût de chèvre de montagne. Je vous donnerai du ragoût en échange de bûches pour mon feu. Elles sont difficiles à trouver par ici.
I'd like some mountain goat stew, please.|Je voudrais un ragoût de chèvre de montagne, s'il vous plaît.
You don't have any logs! I may be mad, but I'm not stupid!|Vous n'avez pas de bûches ! Je suis peut-être fou, mais je ne suis pas stupide !
Here you go! Enjoy!|Tenez ! Bon appétit !
You get a bowl of mountain goat stew.|Vous obtenez un bol de ragoût de chèvre de montagne.
You eat the mountain goat stew.|Vous mangez le ragoût de chèvre de montagne.
It heals some health.|Cela vous rend un peu de santé.
No thanks, Eadgar.|Non merci, Eadgar.
What do you do for fun on this ship? You know, when you're not doing pirate stuff.|Que faites-vous pour vous amuser sur ce navire ? Vous savez, quand vous ne faites pas de trucs de pirates.
All sorts! Hide and seek, pin the patch on the pirate, walk the plank!|Toutes sortes de choses ! Cache-cache, épingler le cache-œil du pirate, marcher sur la planche !
What a life! Wait a minute. 'Walk the plank'? Surely that's a bit dangerous?|Quelle vie ! Attendez une minute. « Marcher sur la planche » ? C'est sûrement un peu dangereux ?
Well of course, but where's the fun without a few deaths?|Bien sûr, mais où est le plaisir sans quelques morts ?
I think I'll stick to Runelink.|Je pense que je vais m'en tenir à Runelink.
Oh no, why today of all days?|Oh non, pourquoi aujourd'hui ?
What's wrong Mr Rabbit?|Qu'y a-t-il, M. Lapin ?
I'm having an eggceptionally bad day. But if you must know, my Egg making machine is shell dry and the next shipment of fuel will not be here for a while!|Je passe une journée exceptionnellement mauvaise. Mais si vous voulez tout savoir, ma machine à fabriquer des œufs est à sec et la prochaine livraison de carburant n'arrivera pas avant un certain temps !
I would love it if a cracking adventurer, such as yourself, would help a Bunny in need.|J'aimerais beaucoup qu'un aventurier aussi talentueux que vous vienne en aide à un lapin dans le besoin.
Will you help the Easter Bunny?|Allez-vous aider le lapin de Pâques ?
I would love to help you mix up some more fuel.|Je serais ravi de vous aider à préparer du carburant.
Thanks for eggreeing to help me.|Merci d'avoir accepté de m'aider.
There are three ingredients that are needed to make the fuel.|Trois ingrédients sont nécessaires pour fabriquer le carburant.
The first ingredient is Dried cocoa. During any other time of year this ingredient would be eggceptionally hard to get.|Le premier ingrédient est le cacao séché. À n'importe quel autre moment de l'année, cet ingrédient serait extrêmement difficile à trouver.
But if I'm spot on with my information, there should be a merchant rolling into Al Kharid soon. He should sell you some.|Mais si mes informations sont exactes, un marchand devrait bientôt arriver à Al Kharid. Il devrait pouvoir t'en vendre.
Try not to bring me camel dung, they do look similar.|Essaie de ne pas m'apporter de crottes de chameau, elles se ressemblent beaucoup.
The second ingredient is really high quality milk.|Le deuxième ingrédient est du lait de très haute qualité.
The most eggceptional milk around has got to be milk from Hosidius, I'm sure Duke Horacio's cook can help you out.|Le lait le plus exceptionnel qui soit est sans doute celui de Hosidius. Je suis sûr que le cuisinier du duc Horacio pourra t'aider.
The third ingredient is some cracking spices, very special ones. Can't go into detail, trade secret and all.|Le troisième ingrédient est une épice très spéciale. Je ne peux pas vous en dire plus, c'est un secret commercial.
I'm sure if you talk to Martin in Draynor, he'll be a good egg and help you out if you ask for Special spices.|Je suis sûr que si vous parlez à Martin à Draynor, il sera sympa et vous aidera si vous lui demandez des épices spéciales.
Since you're doing errands for me. Feel Free to use my tunnels to get around.|Puisque vous faites des courses pour moi, n'hésitez pas à utiliser mes tunnels pour vous déplacer.
But don't make a yolk out of it, you may only use each tunnel once. Can't have you interrupting my workers any more than that.|Mais n'en abusez pas, vous ne pouvez utiliser chaque tunnel qu'une seule fois. Je ne peux pas vous laisser déranger mes ouvriers plus que ça.
Also, if you ever forget what you need, there will be a worker nearby who can remind you.|De plus, si jamais vous oubliez ce dont vous avez besoin, il y aura un ouvrier à proximité qui pourra vous le rappeler.
I'll get right on it. Be back soon.|Je m'y mets tout de suite. Je reviens bientôt.
See you soon!|À bientôt !
Get stuffed.|Va te faire voir.
I'll have you know this is no yolking matter.|Je te préviens, ce n'est pas une plaisanterie.
Where do I get the Dried cocoa?|Où puis-je trouver du cacao en poudre ?
During any other time of year this ingredient would be a nightmare to get.|À n'importe quelle autre période de l'année, cet ingrédient serait un cauchemar à trouver.
But if I'm spot on with my information, there should bea merchant making his way from the Kharidian Desert to Al Kharid.|Mais si mes informations sont exactes, il devrait y avoir un marchand qui se rend du désert de Kharidian à Al Kharid.
I'd suggest checking the Shantay Pass.|Je vous suggère de vérifier au col de Shantay.
Where do I get the bottle of Hosidius milk?|Où puis-je trouver la bouteille de lait Hosidius ?
The most eggceptional milk around has got to be milk from Hosidius, I'm sure Duke Horacio's cook in Lumbridge castle can help you out.|Le lait le plus exceptionnel qui soit est sans aucun doute celui de Hosidius. Je suis sûr que le cuisinier du duc Horacio au château de Lumbridge pourra vous aider.
Where do I get the Special spices?|Où puis-je trouver les épices spéciales ?
He should get the hint.|Il devrait comprendre l'allusion.
Keep on rolling my friend!|Continuez à rouler, mon ami !
Easter Bunny! I knew I would find you here.|Lapin de Pâques ! Je savais que je te trouverais ici.
Easter Bunny... Now there's a name I haven't heard in a long time...|Lapin de Pâques... Voilà un nom que je n'ai pas entendu depuis longtemps...
How long exactly?|Depuis combien de temps exactement ?
Oh, almost a year.|Oh, presque un an.
What have people been calling you instead?|Comment les gens t'appellent-ils à la place ?
I go by many names.|On m'appelle de plusieurs façons.
Some call me 'Eggrabbit'.|Certains m'appellent « Eggrabbit ».
Others call me 'Long Ears Johnson'.|D'autres m'appellent « Long Ears Johnson ».
Mhmm?|Mhmm ?
Many times have I walked past Varrock West Bank and been called 'Sellin lobbies 200gp'.|Souvent, quand je passe devant la rive ouest de Varrock, on m'appelle « Sellin lobbies 200gp ».
I don't really understand that one.|Je ne comprends pas vraiment celui-là.
Do you think perhaps they weren't talking to you?|Tu ne penses pas qu'ils ne s'adressaient peut-être pas à toi ?
